date,code,notice_date,pdf_url,provisional_purpose,decision,evidence
2024-05-20,sh.600576,2024-05-17,https://static.cninfo.com.cn/finalpage/2024-05-17/1220076413.PDF,cancel,pending,
2024-05-22,sz.300904,2024-05-21,https://static.cninfo.com.cn/finalpage/2024-05-21/1220110536.PDF,unknown,pending,
2024-06-03,sz.300597,2024-05-31,https://static.cninfo.com.cn/finalpage/2024-05-31/1220226616.PDF,employee,pending,
2024-06-05,sz.300332,2024-06-04,https://static.cninfo.com.cn/finalpage/2024-06-04/1220256046.PDF,cancel,pending,
2024-06-06,sz.300036,2024-06-05,https://static.cninfo.com.cn/finalpage/2024-06-05/1220272109.PDF,employee,pending,
2024-06-07,sz.301169,2024-06-06,https://static.cninfo.com.cn/finalpage/2024-06-06/1220273850.PDF,cancel,pending,
2024-06-11,sh.600884,2024-06-07,https://static.cninfo.com.cn/finalpage/2024-06-07/1220289069.PDF,maintain,pending,
2024-06-11,sz.301207,2024-06-07,https://static.cninfo.com.cn/finalpage/2024-06-07/1220289772.PDF,maintain,pending,
2024-06-13,sh.603536,2024-06-12,https://static.cninfo.com.cn/finalpage/2024-06-12/1220324322.PDF,employee,pending,
2024-06-13,sz.002728,2024-06-12,https://static.cninfo.com.cn/finalpage/2024-06-12/1220322679.PDF,employee,pending,
2024-06-17,sz.002727,2024-06-14,https://static.cninfo.com.cn/finalpage/2024-06-14/1220347844.PDF,cancel,pending,
2024-06-19,sz.002601,2024-06-18,https://static.cninfo.com.cn/finalpage/2024-06-18/1220377475.PDF,employee,pending,
2024-06-19,sz.002955,2024-06-18,https://static.cninfo.com.cn/finalpage/2024-06-18/1220376231.PDF,employee,pending,
2024-06-20,sz.002203,2024-06-19,https://static.cninfo.com.cn/finalpage/2024-06-19/1220391706.PDF,employee,pending,
2024-06-21,sz.002557,2024-06-20,https://static.cninfo.com.cn/finalpage/2024-06-20/1220402487.PDF,unknown,pending,
2024-06-24,sh.605266,2024-06-21,https://static.cninfo.com.cn/finalpage/2024-06-21/1220416327.PDF,maintain,pending,
2024-06-24,sz.000048,2024-06-21,https://static.cninfo.com.cn/finalpage/2024-06-21/1220416534.PDF,employee,pending,
2024-06-25,sz.300616,2024-06-24,https://static.cninfo.com.cn/finalpage/2024-06-24/1220443091.PDF,maintain,pending,
2024-06-27,sh.603659,2024-06-26,https://static.cninfo.com.cn/finalpage/2024-06-26/1220457761.PDF,maintain,pending,
2024-06-27,sz.300795,2024-06-26,https://static.cninfo.com.cn/finalpage/2024-06-26/1220467167.PDF,employee,pending,
2024-07-01,sz.000034,2024-06-28,https://static.cninfo.com.cn/finalpage/2024-06-28/1220483332.PDF,unknown,pending,
2024-07-01,sz.300525,2024-06-28,https://static.cninfo.com.cn/finalpage/2024-06-28/1220497204.PDF,employee,pending,
2024-07-03,sz.301150,2024-07-02,https://static.cninfo.com.cn/finalpage/2024-07-02/1220519780.PDF,maintain,pending,
2024-07-03,sz.301333,2024-07-02,https://static.cninfo.com.cn/finalpage/2024-07-02/1220510519.PDF,employee,pending,
2024-07-10,sh.600867,2024-07-09,https://static.cninfo.com.cn/finalpage/2024-07-09/1220559927.PDF,employee,pending,
2024-07-10,sz.301031,2024-07-09,https://static.cninfo.com.cn/finalpage/2024-07-09/1220587269.PDF,employee,pending,
2024-07-11,sz.002705,2024-07-10,https://static.cninfo.com.cn/finalpage/2024-07-10/1220586924.PDF,cancel,pending,
2024-07-11,sz.300820,2024-07-10,https://static.cninfo.com.cn/finalpage/2024-07-10/1220587399.PDF,employee,pending,
2024-07-15,sh.603312,2024-07-13,https://static.cninfo.com.cn/finalpage/2024-07-13/1220626742.PDF,employee,pending,
2024-07-15,sz.002609,2024-07-13,https://static.cninfo.com.cn/finalpage/2024-07-13/1220627487.PDF,unknown,pending,
2024-07-15,sz.002960,2024-07-12,https://static.cninfo.com.cn/finalpage/2024-07-12/1220614798.PDF,employee,pending,
2024-07-16,sz.300174,2024-07-15,https://static.cninfo.com.cn/finalpage/2024-07-15/1220627622.PDF,unknown,pending,
2024-07-16,sz.300827,2024-07-15,https://static.cninfo.com.cn/finalpage/2024-07-15/1220646479.PDF,employee,pending,
2024-07-17,sh.600366,2024-07-16,https://static.cninfo.com.cn/finalpage/2024-07-16/1220646691.PDF,employee,pending,
2024-07-17,sh.600603,2024-07-16,https://static.cninfo.com.cn/finalpage/2024-07-16/1220648440.PDF,cancel,pending,
2024-07-18,sh.603505,2024-07-17,https://static.cninfo.com.cn/finalpage/2024-07-17/1220652825.PDF,employee,pending,
2024-07-18,sh.605168,2024-07-17,https://static.cninfo.com.cn/finalpage/2024-07-17/1220653985.PDF,cancel,pending,
2024-07-18,sz.301047,2024-07-17,https://static.cninfo.com.cn/finalpage/2024-07-17/1220653708.PDF,cancel,pending,
2024-07-19,sz.300226,2024-07-18,https://static.cninfo.com.cn/finalpage/2024-07-18/1220675244.PDF,maintain,pending,
2024-07-23,sh.603518,2024-07-22,https://static.cninfo.com.cn/finalpage/2024-07-22/1220695665.PDF,maintain,pending,
2024-07-24,sh.600009,2024-07-23,https://static.cninfo.com.cn/finalpage/2024-07-23/1220700257.PDF,employee,pending,
2024-07-24,sh.600256,2024-07-23,https://static.cninfo.com.cn/finalpage/2024-07-23/1220702306.PDF,cancel,pending,
2024-07-24,sh.600446,2024-07-23,https://static.cninfo.com.cn/finalpage/2024-07-23/1220700832.PDF,employee,pending,
2024-07-24,sh.600566,2024-07-23,https://static.cninfo.com.cn/finalpage/2024-07-23/1220700835.PDF,employee,pending,
2024-07-24,sz.300687,2024-07-23,https://static.cninfo.com.cn/finalpage/2024-07-23/1220700930.PDF,unknown,pending,
2024-07-25,sh.605589,2024-07-24,https://static.cninfo.com.cn/finalpage/2024-07-24/1220711395.PDF,employee,pending,
2024-07-25,sh.688016,2024-07-24,https://static.cninfo.com.cn/finalpage/2024-07-24/1220711712.PDF,employee,pending,
2024-07-25,sz.000970,2024-07-24,https://static.cninfo.com.cn/finalpage/2024-07-24/1220710252.PDF,employee,pending,
2024-07-29,sz.002841,2024-07-27,https://static.cninfo.com.cn/finalpage/2024-07-27/1220739472.PDF,unknown,pending,
2024-07-29,sz.300364,2024-07-27,https://static.cninfo.com.cn/finalpage/2024-07-27/1220740037.PDF,cancel,pending,
2024-08-05,sh.688253,2024-08-03,https://static.cninfo.com.cn/finalpage/2024-08-03/1220787615.PDF,employee,pending,
2024-08-05,sz.002706,2024-08-02,https://static.cninfo.com.cn/finalpage/2024-08-02/1220778922.PDF,employee,pending,
2024-08-07,sz.000501,2024-08-06,https://static.cninfo.com.cn/finalpage/2024-08-06/1220797174.PDF,maintain,pending,
2024-08-07,sz.300146,2024-08-06,https://static.cninfo.com.cn/finalpage/2024-08-06/1220796430.PDF,cancel,pending,
2024-08-08,sz.300770,2024-08-07,https://static.cninfo.com.cn/finalpage/2024-08-07/1220806013.PDF,cancel,pending,
2024-08-12,sh.600754,2024-08-10,https://static.cninfo.com.cn/finalpage/2024-08-10/1220835801.PDF,employee,pending,
2024-08-12,sz.000408,2024-08-10,https://static.cninfo.com.cn/finalpage/2024-08-10/1220834444.PDF,cancel,pending,
2024-08-12,sz.002962,2024-08-09,https://static.cninfo.com.cn/finalpage/2024-08-09/1220825509.PDF,employee,pending,
2024-08-15,sh.601969,2024-08-14,https://static.cninfo.com.cn/finalpage/2024-08-14/1220861754.PDF,cancel,pending,
2024-08-16,sh.600351,2024-08-15,https://static.cninfo.com.cn/finalpage/2024-08-15/1220870501.PDF,cancel,pending,
2024-08-16,sh.688310,2024-08-15,https://static.cninfo.com.cn/finalpage/2024-08-15/1220872487.PDF,employee,pending,
2024-08-19,sz.300624,2024-08-16,https://static.cninfo.com.cn/finalpage/2024-08-16/1220880837.PDF,employee,pending,
2024-08-20,sh.603477,2024-08-19,https://static.cninfo.com.cn/finalpage/2024-08-19/1220904683.PDF,employee,pending,
2024-08-21,sz.002840,2024-08-20,https://static.cninfo.com.cn/finalpage/2024-08-20/1220908057.PDF,employee,pending,
2024-08-21,sz.300863,2024-08-20,https://static.cninfo.com.cn/finalpage/2024-08-20/1220926573.PDF,unknown,pending,
2024-08-23,sz.002925,2024-08-22,https://static.cninfo.com.cn/finalpage/2024-08-22/1220938769.PDF,cancel,pending,
2024-08-23,sz.300136,2024-08-22,https://static.cninfo.com.cn/finalpage/2024-08-22/1220939432.PDF,employee,pending,
2024-08-23,sz.300724,2024-08-22,https://static.cninfo.com.cn/finalpage/2024-08-22/1220937112.PDF,cancel,pending,
2024-08-26,sz.300700,2024-08-23,https://static.cninfo.com.cn/finalpage/2024-08-23/1220963630.PDF,maintain,pending,
2024-08-28,sz.300465,2024-08-27,https://static.cninfo.com.cn/finalpage/2024-08-27/1220985751.PDF,cancel,pending,
2024-08-29,sh.603899,2024-08-28,https://static.cninfo.com.cn/finalpage/2024-08-28/1221004018.PDF,employee,pending,
2024-08-29,sh.605020,2024-08-28,https://static.cninfo.com.cn/finalpage/2024-08-28/1221006831.PDF,employee,pending,
2024-09-02,sz.002851,2024-08-30,https://static.cninfo.com.cn/finalpage/2024-08-30/1221052615.PDF,cancel,pending,
2024-09-02,sz.301080,2024-08-30,https://static.cninfo.com.cn/finalpage/2024-08-30/1221057875.PDF,cancel,pending,
2024-09-04,sz.002892,2024-09-03,https://static.cninfo.com.cn/finalpage/2024-09-03/1221115126.PDF,unknown,pending,
2024-09-05,sz.002706,2024-09-04,https://static.cninfo.com.cn/finalpage/2024-09-04/1221125532.PDF,maintain,pending,
2024-09-09,sh.603087,2024-09-06,https://static.cninfo.com.cn/finalpage/2024-09-06/1221147500.PDF,employee,pending,
2024-09-09,sz.300253,2024-09-06,https://static.cninfo.com.cn/finalpage/2024-09-06/1221146551.PDF,cancel,pending,
2024-09-12,sz.002901,2024-09-11,https://static.cninfo.com.cn/finalpage/2024-09-11/1221192053.PDF,employee,pending,
2024-09-13,sh.603708,2024-09-12,https://static.cninfo.com.cn/finalpage/2024-09-12/1221203223.PDF,unknown,pending,
2024-09-18,sh.603439,2024-09-13,https://static.cninfo.com.cn/finalpage/2024-09-13/1221215624.PDF,employee,pending,
2024-09-18,sz.300476,2024-09-14,https://static.cninfo.com.cn/finalpage/2024-09-14/1221224176.PDF,unknown,pending,
2024-09-19,sz.300498,2024-09-18,https://static.cninfo.com.cn/finalpage/2024-09-18/1221235008.PDF,unknown,pending,
2024-09-20,sh.688601,2024-09-19,https://static.cninfo.com.cn/finalpage/2024-09-19/1221235785.PDF,maintain,pending,
2024-09-20,sz.300416,2024-09-19,https://static.cninfo.com.cn/finalpage/2024-09-19/1221234436.PDF,employee,pending,
2024-09-20,sz.300677,2024-09-19,https://static.cninfo.com.cn/finalpage/2024-09-19/1221245825.PDF,unknown,pending,
2024-09-20,sz.300835,2024-09-19,https://static.cninfo.com.cn/finalpage/2024-09-19/1221243876.PDF,employee,pending,
2024-09-23,sh.605266,2024-09-20,https://static.cninfo.com.cn/finalpage/2024-09-20/1221244774.PDF,maintain,pending,
2024-09-25,sh.688333,2024-09-24,https://static.cninfo.com.cn/finalpage/2024-09-24/1221277028.PDF,maintain,pending,
2024-09-25,sh.688686,2024-09-24,https://static.cninfo.com.cn/finalpage/2024-09-24/1221275154.PDF,employee,pending,
2024-09-26,sh.603628,2024-09-25,https://static.cninfo.com.cn/finalpage/2024-09-25/1221284081.PDF,employee,pending,
2024-09-26,sz.300101,2024-09-25,https://static.cninfo.com.cn/finalpage/2024-09-25/1221292162.PDF,unknown,pending,
2024-09-27,sz.002559,2024-09-26,https://static.cninfo.com.cn/finalpage/2024-09-26/1221289959.PDF,employee,pending,
2024-09-30,sh.688106,2024-09-27,https://static.cninfo.com.cn/finalpage/2024-09-27/1221304446.PDF,employee,pending,
2024-09-30,sz.002714,2024-09-27,https://static.cninfo.com.cn/finalpage/2024-09-27/1221307213.PDF,employee,pending,
2024-09-30,sz.300718,2024-09-27,https://static.cninfo.com.cn/finalpage/2024-09-27/1221312647.PDF,employee,pending,
2024-10-08,sh.603811,2024-10-01,https://static.cninfo.com.cn/finalpage/2024-10-01/1221329510.PDF,employee,pending,
2024-10-08,sz.300088,2024-09-30,https://static.cninfo.com.cn/finalpage/2024-09-30/1221332419.PDF,employee,pending,
2024-10-10,sz.002967,2024-10-09,https://static.cninfo.com.cn/finalpage/2024-10-09/1221343067.PDF,convertible,pending,
2024-10-10,sz.300083,2024-10-09,https://static.cninfo.com.cn/finalpage/2024-10-09/1221342878.PDF,employee,pending,
2024-10-10,sz.300501,2024-10-09,https://static.cninfo.com.cn/finalpage/2024-10-09/1221356043.PDF,unknown,pending,
2024-10-11,sz.300861,2024-10-10,https://static.cninfo.com.cn/finalpage/2024-10-10/1221355030.PDF,employee,pending,
2024-10-11,sz.301063,2024-10-10,https://static.cninfo.com.cn/finalpage/2024-10-10/1221354629.PDF,employee,pending,
2024-10-16,sz.001301,2024-10-15,https://static.cninfo.com.cn/finalpage/2024-10-15/1221384450.PDF,employee,pending,
2024-10-16,sz.002318,2024-10-15,https://static.cninfo.com.cn/finalpage/2024-10-15/1221384984.PDF,employee,pending,
2024-10-17,sh.688443,2024-10-16,https://static.cninfo.com.cn/finalpage/2024-10-16/1221396172.PDF,employee,pending,
2024-10-18,sh.601598,2024-10-17,https://static.cninfo.com.cn/finalpage/2024-10-17/1221408037.PDF,cancel,pending,
2024-10-18,sz.001914,2024-10-17,https://static.cninfo.com.cn/finalpage/2024-10-17/1221408029.PDF,cancel,pending,
2024-10-18,sz.001965,2024-10-17,https://static.cninfo.com.cn/finalpage/2024-10-17/1221406370.PDF,cancel,pending,
2024-10-18,sz.001979,2024-10-17,https://static.cninfo.com.cn/finalpage/2024-10-17/1221407372.PDF,cancel,pending,
2024-10-21,sh.601872,2024-10-18,https://static.cninfo.com.cn/finalpage/2024-10-18/1221419817.PDF,cancel,pending,
2024-10-21,sh.688589,2024-10-19,https://static.cninfo.com.cn/finalpage/2024-10-19/1221433873.PDF,employee,pending,
2024-10-21,sz.001872,2024-10-20,https://static.cninfo.com.cn/finalpage/2024-10-20/1221443089.PDF,cancel,pending,
2024-10-21,sz.300751,2024-10-20,https://static.cninfo.com.cn/finalpage/2024-10-20/1221443175.PDF,unknown,pending,
2024-10-22,sh.601919,2024-10-21,https://static.cninfo.com.cn/finalpage/2024-10-21/1221443134.PDF,cancel,pending,
2024-10-23,sh.688065,2024-10-22,https://static.cninfo.com.cn/finalpage/2024-10-22/1221451122.PDF,employee,pending,
2024-10-25,sz.000703,2024-10-24,https://static.cninfo.com.cn/finalpage/2024-10-24/1221490789.PDF,employee,pending,
2024-10-28,sh.605365,2024-10-26,https://static.cninfo.com.cn/finalpage/2024-10-26/1221520328.PDF,cancel,pending,
2024-10-28,sh.688270,2024-10-25,https://static.cninfo.com.cn/finalpage/2024-10-25/1221505534.PDF,employee,pending,
2024-10-28,sz.000848,2024-10-25,https://static.cninfo.com.cn/finalpage/2024-10-25/1221506464.PDF,unknown,pending,
2024-10-28,sz.000997,2024-10-26,https://static.cninfo.com.cn/finalpage/2024-10-26/1221523473.PDF,employee,pending,
2024-10-28,sz.301520,2024-10-25,https://static.cninfo.com.cn/finalpage/2024-10-25/1221507230.PDF,employee,pending,
2024-10-29,sh.688195,2024-10-28,https://static.cninfo.com.cn/finalpage/2024-10-28/1221531254.PDF,employee,pending,
2024-10-29,sz.301302,2024-10-28,https://static.cninfo.com.cn/finalpage/2024-10-28/1221520099.PDF,employee,pending,
2024-10-29,sz.301589,2024-10-28,https://static.cninfo.com.cn/finalpage/2024-10-28/1221543575.PDF,maintain,pending,
2024-10-30,sh.603690,2024-10-29,https://static.cninfo.com.cn/finalpage/2024-10-29/1221543538.PDF,employee,pending,
2024-10-30,sh.688362,2024-10-29,https://static.cninfo.com.cn/finalpage/2024-10-29/1221544183.PDF,employee,pending,
2024-10-30,sz.002271,2024-10-29,https://static.cninfo.com.cn/finalpage/2024-10-29/1221544001.PDF,unknown,pending,
2024-10-30,sz.301325,2024-10-29,https://static.cninfo.com.cn/finalpage/2024-10-29/1221543669.PDF,employee,pending,
2024-10-31,sh.600499,2024-10-30,https://static.cninfo.com.cn/finalpage/2024-10-30/1221560897.PDF,employee,pending,
2024-10-31,sh.688016,2024-10-30,https://static.cninfo.com.cn/finalpage/2024-10-30/1221560423.PDF,employee,pending,
2024-10-31,sz.002343,2024-10-30,https://static.cninfo.com.cn/finalpage/2024-10-30/1221558253.PDF,cancel,pending,
2024-11-01,sh.600399,2024-10-31,https://static.cninfo.com.cn/finalpage/2024-10-31/1221571974.PDF,employee,pending,
2024-11-01,sh.601666,2024-10-31,https://static.cninfo.com.cn/finalpage/2024-10-31/1221576938.PDF,employee,pending,
2024-11-01,sh.688046,2024-10-31,https://static.cninfo.com.cn/finalpage/2024-10-31/1221576625.PDF,employee,pending,
2024-11-01,sz.000034,2024-10-31,https://static.cninfo.com.cn/finalpage/2024-10-31/1221576510.PDF,unknown,pending,
2024-11-01,sz.003038,2024-10-31,https://static.cninfo.com.cn/finalpage/2024-10-31/1221576581.PDF,employee,pending,
2024-11-04,sh.600655,2024-11-01,https://static.cninfo.com.cn/finalpage/2024-11-01/1221588133.PDF,employee,pending,
2024-11-04,sh.688381,2024-11-02,https://static.cninfo.com.cn/finalpage/2024-11-02/1221605114.PDF,employee,pending,
2024-11-04,sz.002708,2024-11-01,https://static.cninfo.com.cn/finalpage/2024-11-01/1221588721.PDF,employee,pending,
2024-11-05,sz.300119,2024-11-04,https://static.cninfo.com.cn/finalpage/2024-11-04/1221628043.PDF,employee,pending,
2024-11-05,sz.301035,2024-11-04,https://static.cninfo.com.cn/finalpage/2024-11-04/1221627295.PDF,employee,pending,
2024-11-05,sz.301515,2024-11-04,https://static.cninfo.com.cn/finalpage/2024-11-04/1221628004.PDF,employee,pending,
2024-11-06,sz.002458,2024-11-05,https://static.cninfo.com.cn/finalpage/2024-11-05/1221627436.PDF,employee,pending,
2024-11-06,sz.002845,2024-11-05,https://static.cninfo.com.cn/finalpage/2024-11-05/1221627391.PDF,employee,pending,
2024-11-06,sz.002881,2024-11-05,https://static.cninfo.com.cn/finalpage/2024-11-05/1221627300.PDF,cancel,pending,
2024-11-06,sz.002940,2024-11-05,https://static.cninfo.com.cn/finalpage/2024-11-05/1221627831.PDF,unknown,pending,
2024-11-07,sh.600699,2024-11-06,https://static.cninfo.com.cn/finalpage/2024-11-06/1221638259.PDF,cancel,pending,
2024-11-07,sh.605196,2024-11-06,https://static.cninfo.com.cn/finalpage/2024-11-06/1221638222.PDF,cancel,pending,
2024-11-07,sz.002803,2024-11-06,https://static.cninfo.com.cn/finalpage/2024-11-06/1221638104.PDF,employee,pending,
2024-11-07,sz.300443,2024-11-06,https://static.cninfo.com.cn/finalpage/2024-11-06/1221639585.PDF,employee,pending,
2024-11-07,sz.300594,2024-11-06,https://static.cninfo.com.cn/finalpage/2024-11-06/1221642083.PDF,employee,pending,
2024-11-08,sh.688258,2024-11-07,https://static.cninfo.com.cn/finalpage/2024-11-07/1221641725.PDF,employee,pending,
2024-11-11,sz.000623,2024-11-09,https://static.cninfo.com.cn/finalpage/2024-11-09/1221661409.PDF,maintain,pending,
2024-11-11,sz.002567,2024-11-09,https://static.cninfo.com.cn/finalpage/2024-11-09/1221661452.PDF,employee,pending,
2024-11-11,sz.301395,2024-11-08,https://static.cninfo.com.cn/finalpage/2024-11-08/1221650216.PDF,employee,pending,
2024-11-11,sz.301568,2024-11-09,https://static.cninfo.com.cn/finalpage/2024-11-09/1221661226.PDF,employee,pending,
2024-11-12,sh.688626,2024-11-11,https://static.cninfo.com.cn/finalpage/2024-11-11/1221675790.PDF,maintain,pending,
2024-11-12,sz.002203,2024-11-11,https://static.cninfo.com.cn/finalpage/2024-11-11/1221663434.PDF,employee,pending,
2024-11-12,sz.002996,2024-11-11,https://static.cninfo.com.cn/finalpage/2024-11-11/1221663486.PDF,employee,pending,
2024-11-12,sz.300101,2024-11-11,https://static.cninfo.com.cn/finalpage/2024-11-11/1221663352.PDF,employee,pending,
2024-11-13,sz.002138,2024-11-12,https://static.cninfo.com.cn/finalpage/2024-11-12/1221686273.PDF,employee,pending,
2024-11-13,sz.002661,2024-11-12,https://static.cninfo.com.cn/finalpage/2024-11-12/1221686401.PDF,employee,pending,
2024-11-13,sz.301518,2024-11-12,https://static.cninfo.com.cn/finalpage/2024-11-12/1221698847.PDF,unknown,pending,
2024-11-14,sz.002249,2024-11-13,https://static.cninfo.com.cn/finalpage/2024-11-13/1221699263.PDF,unknown,pending,
2024-11-14,sz.002346,2024-11-13,https://static.cninfo.com.cn/finalpage/2024-11-13/1221698995.PDF,unknown,pending,
2024-11-18,sh.603477,2024-11-15,https://static.cninfo.com.cn/finalpage/2024-11-15/1221726926.PDF,employee,pending,
2024-11-18,sh.688147,2024-11-15,https://static.cninfo.com.cn/finalpage/2024-11-15/1221727288.PDF,employee,pending,
2024-11-18,sz.000661,2024-11-16,https://static.cninfo.com.cn/finalpage/2024-11-16/1221743013.PDF,employee,pending,
2024-11-18,sz.002557,2024-11-15,https://static.cninfo.com.cn/finalpage/2024-11-15/1221726713.PDF,unknown,pending,
2024-11-18,sz.002709,2024-11-15,https://static.cninfo.com.cn/finalpage/2024-11-15/1221727029.PDF,employee,pending,
2024-11-20,sz.003012,2024-11-19,https://static.cninfo.com.cn/finalpage/2024-11-19/1221768611.PDF,employee,pending,
2024-11-20,sz.301070,2024-11-19,https://static.cninfo.com.cn/finalpage/2024-11-19/1221778153.PDF,employee,pending,
2024-11-20,sz.301090,2024-11-19,https://static.cninfo.com.cn/finalpage/2024-11-19/1221778155.PDF,cancel,pending,
2024-11-21,sh.688720,2024-11-20,https://static.cninfo.com.cn/finalpage/2024-11-20/1221778728.PDF,employee,pending,
2024-11-22,sz.300952,2024-11-21,https://static.cninfo.com.cn/finalpage/2024-11-21/1221791337.PDF,employee,pending,
2024-11-25,sh.601609,2024-11-23,https://static.cninfo.com.cn/finalpage/2024-11-23/1221818005.PDF,convertible,pending,
2024-11-25,sh.603985,2024-11-22,https://static.cninfo.com.cn/finalpage/2024-11-22/1221803745.PDF,employee,pending,
2024-11-27,sz.301519,2024-11-26,https://static.cninfo.com.cn/finalpage/2024-11-26/1221836536.PDF,employee,pending,
2024-11-29,sh.688333,2024-11-28,https://static.cninfo.com.cn/finalpage/2024-11-28/1221867294.PDF,maintain,pending,
2024-11-29,sz.002034,2024-11-28,https://static.cninfo.com.cn/finalpage/2024-11-28/1221867106.PDF,employee,pending,
2024-11-29,sz.300680,2024-11-28,https://static.cninfo.com.cn/finalpage/2024-11-28/1221867059.PDF,cancel,pending,
2024-12-02,sh.688400,2024-11-29,https://static.cninfo.com.cn/finalpage/2024-11-29/1221880755.PDF,employee,pending,
2024-12-02,sz.000513,2024-11-29,https://static.cninfo.com.cn/finalpage/2024-11-29/1221878906.PDF,cancel,pending,
2024-12-02,sz.001376,2024-11-29,https://static.cninfo.com.cn/finalpage/2024-11-29/1221879071.PDF,employee,pending,
2024-12-02,sz.002488,2024-11-29,https://static.cninfo.com.cn/finalpage/2024-11-29/1221880575.PDF,employee,pending,
2024-12-03,sh.605589,2024-12-02,https://static.cninfo.com.cn/finalpage/2024-12-02/1221902514.PDF,employee,pending,
2024-12-04,sz.000528,2024-12-03,https://static.cninfo.com.cn/finalpage/2024-12-03/1221910168.PDF,employee,pending,
2024-12-05,sh.688381,2024-12-04,https://static.cninfo.com.cn/finalpage/2024-12-04/1221920286.PDF,employee,pending,
2024-12-05,sz.002407,2024-12-04,https://static.cninfo.com.cn/finalpage/2024-12-04/1221920371.PDF,employee,pending,
2024-12-05,sz.003010,2024-12-04,https://static.cninfo.com.cn/finalpage/2024-12-04/1221920204.PDF,employee,pending,
2024-12-06,sh.600212,2024-12-05,https://static.cninfo.com.cn/finalpage/2024-12-05/1221928016.PDF,employee,pending,
2024-12-06,sh.603306,2024-12-05,https://static.cninfo.com.cn/finalpage/2024-12-05/1221928155.PDF,employee,pending,
2024-12-09,sh.688711,2024-12-06,https://static.cninfo.com.cn/finalpage/2024-12-06/1221941908.PDF,employee,pending,
2024-12-11,sz.002415,2024-12-10,https://static.cninfo.com.cn/finalpage/2024-12-10/1221967517.PDF,cancel,pending,
2024-12-11,sz.300249,2024-12-10,https://static.cninfo.com.cn/finalpage/2024-12-10/1221984577.PDF,employee,pending,
2024-12-12,sz.300872,2024-12-11,https://static.cninfo.com.cn/finalpage/2024-12-11/1221981414.PDF,cancel,pending,
2024-12-16,sz.002198,2024-12-14,https://static.cninfo.com.cn/finalpage/2024-12-14/1222019656.PDF,employee,pending,
2025-01-03,sh.688186,2025-01-02,https://static.cninfo.com.cn/finalpage/2025-01-02/1222201533.PDF,employee,pending,
2025-01-03,sz.000526,2025-01-02,https://static.cninfo.com.cn/finalpage/2025-01-02/1222192211.PDF,employee,pending,
2025-01-06,sz.002446,2025-01-04,https://static.cninfo.com.cn/finalpage/2025-01-04/1222225048.PDF,unknown,pending,
2025-01-06,sz.002705,2025-01-04,https://static.cninfo.com.cn/finalpage/2025-01-04/1222224558.PDF,employee,pending,
2025-01-06,sz.300214,2025-01-03,https://static.cninfo.com.cn/finalpage/2025-01-03/1222225130.PDF,employee,pending,
2025-01-07,sh.688212,2025-01-06,https://static.cninfo.com.cn/finalpage/2025-01-06/1222238916.PDF,employee,pending,
2025-01-07,sz.002709,2025-01-06,https://static.cninfo.com.cn/finalpage/2025-01-06/1222239143.pdf,maintain,pending,
2025-01-07,sz.300239,2025-01-06,https://static.cninfo.com.cn/finalpage/2025-01-06/1222221681.PDF,employee,pending,
2025-01-07,sz.300250,2025-01-06,https://static.cninfo.com.cn/finalpage/2025-01-06/1222245792.PDF,maintain,pending,
2025-01-09,sz.300829,2025-01-08,https://static.cninfo.com.cn/finalpage/2025-01-08/1222271835.PDF,employee,pending,
2025-01-09,sz.301228,2025-01-08,https://static.cninfo.com.cn/finalpage/2025-01-08/1222270580.PDF,employee,pending,
2025-01-09,sz.301391,2025-01-08,https://static.cninfo.com.cn/finalpage/2025-01-08/1222270145.PDF,employee,pending,
2025-01-10,sz.002020,2025-01-09,https://static.cninfo.com.cn/finalpage/2025-01-09/1222268618.PDF,employee,pending,
2025-01-13,sh.688116,2025-01-11,https://static.cninfo.com.cn/finalpage/2025-01-11/1222297718.PDF,employee,pending,
2025-01-13,sh.688326,2025-01-11,https://static.cninfo.com.cn/finalpage/2025-01-11/1222300291.PDF,maintain,pending,
2025-01-13,sz.003002,2025-01-10,https://static.cninfo.com.cn/finalpage/2025-01-10/1222285730.PDF,employee,pending,
2025-01-13,sz.300778,2025-01-10,https://static.cninfo.com.cn/finalpage/2025-01-10/1222300092.PDF,employee,pending,
2025-01-14,sz.300644,2025-01-13,https://static.cninfo.com.cn/finalpage/2025-01-13/1222322335.PDF,employee,pending,
2025-01-14,sz.300752,2025-01-13,https://static.cninfo.com.cn/finalpage/2025-01-13/1222321673.PDF,employee,pending,
2025-01-14,sz.300786,2025-01-13,https://static.cninfo.com.cn/finalpage/2025-01-13/1222322428.PDF,maintain,pending,
2025-01-15,sz.002252,2025-01-14,https://static.cninfo.com.cn/finalpage/2025-01-14/1222322110.PDF,employee,pending,
2025-01-15,sz.301382,2025-01-14,https://static.cninfo.com.cn/finalpage/2025-01-14/1222333688.PDF,employee,pending,
2025-01-16,sz.300454,2025-01-15,https://static.cninfo.com.cn/finalpage/2025-01-15/1222342085.PDF,employee,pending,
2025-01-20,sz.000789,2025-01-18,https://static.cninfo.com.cn/finalpage/2025-01-18/1222366281.PDF,maintain,pending,
2025-01-20,sz.002669,2025-01-18,https://static.cninfo.com.cn/finalpage/2025-01-18/1222366700.PDF,employee,pending,
